MAGN;93.098;866868.093;-7.87500;-5.18750;-42.75000;3
ACCE;93.102;866868.098;-3.06458;0.43096;11.53048;3
AHRS;93.110;866868.103;7.9721;14.7193;-88.2484;0.13846;0.04373;-0.68242;3
MAGN;93.111;866868.103;-7.75000;-5.37500;-43.31250;3
GYRO;93.111;866868.103;0.21380;-0.14783;-1.18019;3
MAGN;93.117;866868.113;-7.50000;-5.18750;-43.43750;3
ACCE;93.121;866868.118;-2.61447;0.94810;10.91756;3
AHRS;93.129;866868.123;7.8440;14.7390;-89.5953;0.13830;0.04301;-0.69092;3
MAGN;93.131;866868.123;-7.18750;-5.37500;-43.62500;3
GYRO;93.131;866868.123;0.48747;-0.34331;-1.13377;3
MAGN;93.137;866868.133;-7.37500;-5.81250;-43.62500;3
ACCE;93.141;866868.138;-1.99198;1.54187;9.57681;3
AHRS;93.149;866868.143;8.1995;14.3689;-90.8867;0.13865;0.03698;-0.69888;3
MAGN;93.150;866868.143;-7.62500;-6.00000;-43.75000;3
GYRO;93.151;866868.143;0.66462;-0.40928;-1.13621;3
MAGN;93.158;866868.153;-7.50000;-6.56250;-43.31250;3
ACCE;93.161;866868.158;-1.77171;2.12605;8.41801;3
LIGH;93.163;866868.158;667.0;3
AHRS;93.169;866868.163;8.5898;14.1114;-92.3124;0.13983;0.03124;-0.70739;3
MAGN;93.170;866868.163;-7.68750;-7.00000;-43.06250;3
GYRO;93.170;866868.163;0.67928;-0.34941;-1.12155;3
MAGN;93.177;866868.173;-7.81250;-7.31250;-43.18750;3
ACCE;93.181;866868.178;-1.72383;2.47082;7.63272;3
AHRS;93.189;866868.183;9.6615;13.9013;-93.3775;0.14508;0.02189;-0.71273;3
MAGN;93.190;866868.183;-8.00000;-7.62500;-42.93750;3
GYRO;93.191;866868.183;0.54978;-0.25534;-1.08123;3
MAGN;93.197;866868.193;-8.31250;-7.93750;-42.81250;3
ACCE;93.201;866868.198;-1.97282;2.55701;7.46991;3
AHRS;93.210;866868.203;9.9342;13.8381;-94.6873;0.14650;0.01811;-0.72027;3
MAGN;93.211;866868.203;-8.75000;-8.37500;-42.93750;3
GYRO;93.212;866868.203;0.30910;-0.21014;-0.99571;3
MAGN;93.218;866868.213;-8.87500;-8.81250;-42.81250;3
ACCE;93.222;866868.218;-2.11647;2.26013;8.35098;3
AHRS;93.229;866868.223;10.2362;13.8185;-95.7556;0.14827;0.01468;-0.72620;3
MAGN;93.230;866868.223;-8.87500;-9.00000;-42.68750;3
GYRO;93.231;866868.223;0.05253;-0.22969;-0.92118;3
MAGN;93.237;866868.233;-8.87500;-9.12500;-42.68750;3
ACCE;93.241;866868.238;-2.33674;1.81002;9.73961;3
AHRS;93.249;866868.243;10.0355;13.7386;-96.7948;0.14675;0.01417;-0.73261;3
MAGN;93.250;866868.243;-9.00000;-8.81250;-42.68750;3
GYRO;93.250;866868.243;-0.00855;-0.27611;-0.88331;3
MAGN;93.257;866868.253;-8.75000;-8.81250;-42.68750;3
ACCE;93.261;866868.258;-2.31759;1.59933;10.30464;3
AHRS;93.269;866868.263;9.7052;13.5398;-97.8278;0.14374;0.01388;-0.73923;3
MAGN;93.270;866868.263;-8.50000;-9.25000;-42.93750;3
GYRO;93.270;866868.263;0.11973;-0.34697;-0.89553;3
MAGN;93.277;866868.273;-8.62500;-9.56250;-42.93750;3
ACCE;93.281;866868.278;-2.62405;1.66636;10.06522;3
AHRS;93.289;866868.283;9.5923;13.3146;-98.8567;0.14177;0.01206;-0.74553;3
MAGN;93.290;866868.283;-8.62500;-9.56250;-42.81250;3
GYRO;93.291;866868.283;0.26023;-0.35552;-0.92485;3
MAGN;93.297;866868.293;-8.50000;-10.00000;-42.68750;3
ACCE;93.301;866868.298;-2.97839;1.76213;10.10353;3
AHRS;93.310;866868.303;9.6345;13.3058;-99.9846;0.14205;0.01033;-0.75186;3
MAGN;93.311;866868.303;-8.37500;-10.00000;-42.37500;3
GYRO;93.311;866868.303;0.30788;-0.27000;-0.83322;3
MAGN;93.317;866868.313;-8.62500;-9.87500;-42.25000;3
ACCE;93.322;866868.318;-3.07416;1.77171;10.36211;3
AHRS;93.330;866868.323;9.7282;13.1618;-100.9609;0.14169;0.00769;-0.75738;3
MAGN;93.331;866868.323;-8.37500;-10.12500;-41.81250;3
GYRO;93.332;866868.323;0.39584;-0.14050;-0.72571;3
MAGN;93.338;866868.333;-8.37500;-10.12500;-41.81250;3
ACCE;93.342;866868.338;-3.12204;1.83875;10.20888;3
AHRS;93.350;866868.343;9.9753;13.4003;-101.8990;0.14466;0.00617;-0.76198;3
MAGN;93.352;866868.343;-8.37500;-10.12500;-41.68750;3
GYRO;93.352;866868.343;0.51679;0.00855;-0.62430;3
MAGN;93.358;866868.353;-8.68750;-10.62500;-42.00000;3
ACCE;93.361;866868.358;-3.05500;1.91536;9.58638;3
AHRS;93.370;866868.363;10.3407;13.5490;-102.6780;0.14764;0.00351;-0.76561;3
MAGN;93.371;866868.363;-8.68750;-11.06250;-42.12500;3
GYRO;93.372;866868.363;0.55589;0.08308;-0.53267;3
MAGN;93.378;866868.373;-8.81250;-11.37500;-42.43750;3
ACCE;93.382;866868.378;-2.94008;1.81959;8.97347;3
AHRS;93.390;866868.383;10.8348;14.0666;-103.4339;0.15374;0.00197;-0.76841;3
MAGN;93.392;866868.383;-8.87500;-12.43750;-42.75000;3
GYRO;93.392;866868.383;0.54978;0.19426;-0.49724;3
MAGN;93.398;866868.393;-8.87500;-12.87500;-42.87500;3
ACCE;93.402;866868.398;-3.12204;1.70467;8.29351;3
SOUN;93.405;341.61;0.01043;54.34
AHRS;93.410;866868.403;11.3025;14.4250;-104.1523;0.15860;-0.00027;-0.77118;3
MAGN;93.412;866868.403;-8.75000;-13.18750;-42.62500;3
GYRO;93.412;866868.403;0.54245;0.48136;-0.45448;3
MAGN;93.418;866868.413;-8.62500;-13.12500;-42.31250;3
ACCE;93.422;866868.418;-3.55300;1.70467;7.60398;3
AHRS;93.430;866868.423;11.7992;15.7833;-104.8498;0.17033;0.00259;-0.77228;3
MAGN;93.431;866868.423;-7.93750;-13.87500;-42.31250;3
GYRO;93.432;866868.423;0.49847;0.72571;-0.39218;3
MAGN;93.438;866868.433;-7.93750;-13.56250;-42.00000;3
ACCE;93.441;866868.438;-3.64876;1.60890;6.96234;3
AHRS;93.449;866868.443;12.2059;16.7341;-105.4211;0.17884;0.00398;-0.77328;3
MAGN;93.451;866868.443;-7.37500;-14.00000;-42.31250;3
GYRO;93.451;866868.443;0.37263;0.79046;-0.33842;3
MAGN;93.458;866868.453;-7.12500;-14.25000;-42.12500;3
ACCE;93.462;866868.458;-3.34231;1.48441;6.44519;3
AHRS;93.470;866868.463;12.5183;18.3473;-105.9543;0.19134;0.00949;-0.77302;3
MAGN;93.471;866868.463;-6.68750;-14.43750;-42.31250;3
GYRO;93.473;866868.463;0.23702;0.85888;-0.38973;3
MAGN;93.478;866868.473;-6.68750;-14.25000;-42.43750;3
ACCE;93.482;866868.478;-3.30400;1.98240;5.82270;3
AHRS;93.490;866868.483;12.6094;19.4376;-106.4286;0.19920;0.01379;-0.77351;3
MAGN;93.491;866868.483;-6.00000;-14.50000;-42.31250;3
GYRO;93.492;866868.483;0.18937;0.95661;-0.48381;3
MAGN;93.498;866868.493;-5.56250;-14.18750;-42.00000;3
ACCE;93.502;866868.498;-4.11803;2.04944;4.50110;3
AHRS;93.510;866868.503;13.0663;22.2166;-106.8837;0.22025;0.02433;-0.77003;3
MAGN;93.511;866868.503;-4.68750;-14.18750;-42.56250;3
GYRO;93.513;866868.503;0.07819;0.80512;-0.56810;3
LIGH;93.513;866868.508;648.0;3
MAGN;93.518;866868.513;-4.12500;-14.31250;-42.68750;3
ACCE;93.522;866868.518;-6.50265;1.87705;4.31914;3
AHRS;93.530;866868.523;12.8520;23.2713;-107.4339;0.22643;0.03024;-0.77122;3
MAGN;93.531;866868.523;-3.56250;-14.00000;-42.81250;3
GYRO;93.532;866868.523;-0.31276;0.51557;-0.44227;3
MAGN;93.538;866868.533;-3.12500;-14.00000;-43.12500;3
ACCE;93.542;866868.538;-8.75320;1.46525;5.14275;3
AHRS;93.549;866868.543;12.0514;25.9102;-108.1003;0.24054;0.04807;-0.77075;3
MAGN;93.551;866868.543;-3.12500;-14.00000;-43.25000;3
GYRO;93.551;866868.543;-0.90164;0.39340;0.05864;3
MAGN;93.558;866868.553;-3.37500;-13.68750;-43.25000;3
ACCE;93.561;866868.558;-10.80264;0.33519;8.46590;3
AHRS;93.569;866868.563;11.1129;26.2429;-107.4781;0.23796;0.05760;-0.76859;3
MAGN;93.570;866868.563;-3.12500;-13.37500;-43.50000;3
GYRO;93.570;866868.563;-1.53694;0.30543;0.84177;3
MAGN;93.578;866868.573;-3.25000;-12.62500;-43.50000;3
ACCE;93.581;866868.578;-8.92558;-0.16281;11.29106;3
AHRS;93.589;866868.583;9.1336;26.7055;-106.3319;0.23070;0.07601;-0.76524;3
MAGN;93.590;866868.583;-3.62500;-11.93750;-43.93750;3
GYRO;93.591;866868.583;-1.73730;-0.06109;1.73486;3
MAGN;93.597;866868.593;-3.50000;-11.31250;-44.50000;3
ACCE;93.601;866868.598;-5.51624;-0.25857;13.83849;3
AHRS;93.610;866868.603;8.2207;26.2194;-103.6127;0.22097;0.08502;-0.75342;3
MAGN;93.611;866868.603;-3.56250;-10.43750;-44.62500;3
GYRO;93.611;866868.603;-1.08123;-0.28588;1.63956;3
MAGN;93.617;866868.613;-4.00000;-9.87500;-44.75000;3
ACCE;93.621;866868.618;-3.70622;0.32561;13.06276;3
AHRS;93.629;866868.623;7.4749;24.9573;-101.6043;0.20732;0.08695;-0.74615;3
MAGN;93.630;866868.623;-4.37500;-9.75000;-44.62500;3
GYRO;93.630;866868.623;-0.12584;-0.19426;1.26449;3
MAGN;93.637;866868.633;-4.25000;-9.25000;-44.62500;3
ACCE;93.641;866868.638;-3.79242;1.10133;10.03649;3
AHRS;93.649;866868.643;7.9372;24.5446;-100.1773;0.20604;0.08418;-0.73827;3
MAGN;93.651;866868.643;-4.37500;-9.31250;-44.62500;3
GYRO;93.651;866868.643;0.36041;0.13561;0.98960;3
MAGN;93.658;866868.653;-4.06250;-9.12500;-44.31250;3
ACCE;93.662;866868.658;-4.97036;1.89621;7.38372;3
AHRS;93.670;866868.663;9.1731;25.2972;-99.1079;0.21672;0.08222;-0.72881;3
MAGN;93.672;866868.663;-4.25000;-8.81250;-44.18750;3
GYRO;93.672;866868.663;0.20036;0.68539;1.02748;3
MAGN;93.678;866868.673;-3.81250;-8.81250;-44.31250;3
ACCE;93.682;866868.678;-4.88417;2.05901;6.21535;3
AHRS;93.689;866868.683;9.8368;25.9145;-98.0052;0.22342;0.08349;-0.72020;3
MAGN;93.691;866868.683;-3.81250;-9.25000;-44.31250;3
GYRO;93.691;866868.683;-0.37141;1.31214;1.16920;3
MAGN;93.698;866868.693;-3.50000;-9.06250;-44.06250;3
ACCE;93.702;866868.698;-4.38618;1.37906;7.28795;3
AHRS;93.710;866868.703;9.8661;27.2647;-96.7116;0.23101;0.09359;-0.71008;3
MAGN;93.711;866868.703;-3.12500;-9.25000;-44.31250;3
GYRO;93.712;866868.703;-0.84666;1.83382;1.11055;3
MAGN;93.718;866868.713;-2.25000;-8.87500;-44.43750;3
ACCE;93.724;866868.718;-4.01268;0.39265;7.64229;3
AHRS;93.730;866868.723;9.6247;29.0979;-95.1088;0.23952;0.10902;-0.69752;3
MAGN;93.731;866868.723;-1.37500;-8.25000;-44.68750;3
GYRO;93.734;866868.723;-0.97983;1.95233;0.88453;3
MAGN;93.738;866868.733;-0.50000;-7.31250;-45.00000;3
ACCE;93.742;866868.738;-5.59285;0.02873;6.52181;3
AHRS;93.749;866868.743;8.5057;31.8752;-94.1553;0.24908;0.13427;-0.68832;3
MAGN;93.750;866868.743;0.56250;-6.68750;-45.25000;3
GYRO;93.750;866868.743;-1.14598;1.56381;0.75503;3
MAGN;93.757;866868.753;1.25000;-5.93750;-45.81250;3
ACCE;93.762;866868.758;-7.87214;0.03831;6.03339;3
AHRS;93.769;866868.763;7.8349;33.4632;-92.6139;0.25287;0.15110;-0.67724;3
MAGN;93.770;866868.763;1.68750;-5.50000;-45.93750;3
GYRO;93.770;866868.763;-1.34268;0.96517;1.05313;3
MAGN;93.777;866868.773;1.87500;-4.87500;-46.06250;3
ACCE;93.781;866868.778;-6.61757;0.06704;6.01423;3
AHRS;93.789;866868.783;6.8513;34.4773;-90.9718;0.25095;0.16670;-0.66741;3
MAGN;93.789;866868.783;2.43750;-4.25000;-45.87500;3
GYRO;93.789;866868.783;-1.76907;0.21258;1.77151;3
MAGN;93.797;866868.793;2.62500;-3.31250;-45.75000;3
ACCE;93.801;866868.798;-3.51469;0.22984;7.81467;3
AHRS;93.809;866868.803;6.2913;34.3939;-88.0643;0.24288;0.17581;-0.65132;3
MAGN;93.810;866868.803;2.68750;-2.75000;-45.43750;3
GYRO;93.810;866868.803;-1.53572;0.45326;1.95599;3
MAGN;93.817;866868.813;3.00000;-2.12500;-45.37500;3
ACCE;93.821;866868.818;-0.78530;0.22027;6.56011;3
AHRS;93.828;866868.823;6.0088;32.8682;-84.9428;0.22785;0.17445;-0.63581;3
MAGN;93.829;866868.823;3.00000;-1.81250;-45.56250;3
GYRO;93.830;866868.823;-1.08856;0.60598;1.68110;3
MAGN;93.837;866868.833;2.75000;-1.25000;-45.37500;3
ACCE;93.841;866868.838;-0.86191;0.80445;5.55455;3
AHRS;93.848;866868.843;6.0054;33.3217;-82.6079;0.22668;0.18196;-0.62019;3
MAGN;93.849;866868.843;2.62500;-1.12500;-45.56250;3
GYRO;93.849;866868.843;-1.13377;0.54856;1.14843;3
MAGN;93.857;866868.853;2.93750;-0.50000;-45.25000;3
ACCE;93.861;866868.858;-1.42694;0.95768;5.98550;3
LIGH;93.863;866868.858;645.0;3
AHRS;93.869;866868.863;5.9087;32.5609;-80.3563;0.21843;0.18199;-0.60743;3
MAGN;93.869;866868.863;3.06250;-0.06250;-45.25000;3
GYRO;93.870;866868.863;-1.46852;0.32865;0.57177;3
MAGN;93.877;866868.873;3.68750;0.87500;-45.06250;3
ACCE;93.881;866868.878;-1.76213;0.91937;7.00065;3
AHRS;93.889;866868.883;4.8396;32.7997;-78.8763;0.21048;0.19213;-0.59965;3
MAGN;93.889;866868.883;4.43750;1.37500;-44.87500;3
GYRO;93.890;866868.883;-1.56870;0.38485;0.33353;3
MAGN;93.897;866868.893;5.00000;1.81250;-44.87500;3
ACCE;93.901;866868.898;-1.67594;0.88107;7.88171;3
AHRS;93.909;866868.903;3.7600;31.8354;-77.1572;0.19559;0.19461;-0.59232;3
MAGN;93.910;866868.903;5.31250;2.43750;-44.68750;3
GYRO;93.911;866868.903;-1.58092;0.54245;0.08919;3
MAGN;93.917;866868.913;5.31250;3.06250;-44.25000;3
ACCE;93.921;866868.918;-1.99198;0.66080;8.90643;3
AHRS;93.929;866868.923;2.2875;32.3997;-76.1031;0.18702;0.20783;-0.58739;3
MAGN;93.930;866868.923;5.50000;3.81250;-44.37500;3
GYRO;93.930;866868.923;-1.51006;0.66829;-0.16738;3
MAGN;93.937;866868.933;5.93750;4.43750;-44.50000;3
ACCE;93.941;866868.938;-2.52828;0.44053;10.01734;3
AHRS;93.949;866868.943;0.9002;31.9929;-75.0078;0.17376;0.21401;-0.58351;3
MAGN;93.950;866868.943;6.12500;5.50000;-44.18750;3
GYRO;93.950;866868.943;-1.27793;0.87720;-0.37751;3
SOUN;93.956;338.74;0.01034;54.27
MAGN;93.958;866868.953;6.31250;5.93750;-44.50000;3
ACCE;93.961;866868.958;-2.84431;0.40223;10.47703;3
AHRS;93.969;866868.963;-0.5752;33.0006;-74.5506;0.16818;0.22892;-0.58183;3
MAGN;93.970;866868.963;7.06250;6.87500;-44.43750;3
GYRO;93.971;866868.963;-1.00671;1.24617;-0.54489;3
MAGN;93.977;866868.973;7.37500;7.18750;-44.18750;3
ACCE;93.982;866868.978;-2.96881;0.40223;10.79306;3
AHRS;93.989;866868.983;-1.5722;33.2634;-74.0779;0.16190;0.23636;-0.58024;3
MAGN;93.990;866868.983;7.50000;7.93750;-43.87500;3
GYRO;93.991;866868.983;-0.82222;1.58214;-0.73059;3
MAGN;93.997;866868.993;7.93750;8.37500;-43.87500;3
ACCE;94.001;866868.998;-3.30400;0.08619;11.08994;3
AHRS;94.010;866869.003;-2.8627;35.0855;-74.1360;0.16262;0.25479;-0.58056;3
MAGN;94.011;866869.003;8.56250;8.75000;-43.68750;3
GYRO;94.012;866869.003;-0.71716;1.70309;-0.98960;3
MAGN;94.018;866869.013;8.68750;8.87500;-43.68750;3
ACCE;94.021;866869.018;-4.74052;-0.32561;11.67413;3
AHRS;94.030;866869.023;-3.9583;36.2103;-74.3395;0.16149;0.26732;-0.58247;3
MAGN;94.031;866869.023;9.43750;9.18750;-43.06250;3
GYRO;94.032;866869.023;-0.58521;1.66033;-1.30359;3
MAGN;94.038;866869.033;9.56250;9.37500;-42.93750;3
ACCE;94.041;866869.038;-6.88572;-0.45011;12.04762;3
AHRS;94.049;866869.043;-5.4001;38.0522;-75.0625;0.16306;0.28537;-0.58745;3
MAGN;94.051;866869.043;10.00000;9.37500;-42.81250;3
GYRO;94.051;866869.043;-0.52534;1.20585;-1.35979;3
MAGN;94.057;866869.053;10.75000;10.18750;-42.43750;3
ACCE;94.061;866869.058;-7.68060;-0.63207;12.20085;3
AHRS;94.069;866869.063;-6.4932;38.8329;-75.6777;0.16142;0.29488;-0.59249;3
MAGN;94.071;866869.063;11.50000;10.37500;-42.43750;3
GYRO;94.071;866869.063;-0.58399;0.21258;-1.26571;3
MAGN;94.078;866869.073;11.81250;11.12500;-42.31250;3
ACCE;94.082;866869.078;-6.13873;-0.90980;12.44985;3
AHRS;94.090;866869.083;-7.9843;39.0024;-76.2859;0.15407;0.30244;-0.59906;3
MAGN;94.091;866869.083;11.81250;11.43750;-42.31250;3
GYRO;94.092;866869.083;-0.70372;-0.88820;-1.21196;3
MAGN;94.098;866869.093;11.37500;12.12500;-42.43750;3
ACCE;94.101;866869.098;-4.45322;-1.90578;12.49773;3
AHRS;94.110;866869.103;-9.4044;36.7264;-76.8364;0.13415;0.29435;-0.60800;3
MAGN;94.111;866869.103;10.56250;12.25000;-42.43750;3
GYRO;94.112;866869.103;-0.79535;-1.59436;-1.47829;3
MAGN;94.117;866869.113;9.31250;13.12500;-42.31250;3
ACCE;94.121;866869.118;-4.51068;-2.69108;13.34049;3
AHRS;94.130;866869.123;-11.2033;34.7605;-77.5517;0.11356;0.29010;-0.61756;3
MAGN;94.131;866869.123;8.18750;13.31250;-42.87500;3
GYRO;94.132;866869.123;-0.74159;-1.77640;-1.79961;3
MAGN;94.137;866869.133;7.18750;14.06250;-43.06250;3
ACCE;94.142;866869.138;-4.72137;-3.40934;13.19684;3
AHRS;94.149;866869.143;-13.1051;31.6616;-78.9090;0.08745;0.27902;-0.63141;3
MAGN;94.151;866869.143;6.25000;14.62500;-43.06250;3
GYRO;94.151;866869.143;-0.37629;-1.74952;-1.99020;3
MAGN;94.157;866869.153;4.81250;15.31250;-43.18750;3
ACCE;94.161;866869.158;-4.06057;-3.65834;12.61265;3
AHRS;94.169;866869.163;-14.7271;29.2447;-80.5200;0.06716;0.27120;-0.64486;3
MAGN;94.171;866869.163;3.87500;15.37500;-43.25000;3
GYRO;94.172;866869.163;-0.07208;-1.43798;-2.02441;3
MAGN;94.177;866869.173;2.68750;15.37500;-42.81250;3
ACCE;94.182;866869.178;-3.55300;-3.56257;11.99016;3
AHRS;94.189;866869.183;-15.8954;26.3878;-82.6966;0.04828;0.25863;-0.66071;3
MAGN;94.191;866869.183;2.12500;15.50000;-43.12500;3
GYRO;94.191;866869.183;0.44227;-0.74526;-2.01586;3
WIFI;94.196;866855.280;Modern Free;ac:74:09:25:de:23;-86
WIFI;94.196;866855.280;guest;ac:74:09:25:de:21;-87
WIFI;94.196;866855.280;Mobile;ac:74:09:25:de:20;-90
WIFI;94.196;866855.280;Modern Free;50:da:00:df:a5:23;-78
WIFI;94.196;866855.280;bmp;50:da:00:df:a5:22;-79
WIFI;94.196;866855.280;guest;50:da:00:df:a5:21;-78
WIFI;94.196;866855.280;Mobile;50:da:00:df:a5:20;-78
WIFI;94.196;866855.280;Mobile;ac:74:09:25:f4:60;-73
WIFI;94.196;866855.280;TP-LINK_D875;8c:a6:df:b0:d8:75;-79
WIFI;94.196;866855.280;Modern Free;ac:74:09:25:b8:03;-73
WIFI;94.196;866855.280;bmp;ac:74:09:25:b8:02;-66
WIFI;94.196;866855.280;guest;ac:74:09:25:b8:01;-73
WIFI;94.196;866855.280;CU_Y9MA;74:1e:93:62:1f:e8;-65
WIFI;94.196;866855.280;guest;3c:f5:cc:83:20:31;-63
WIFI;94.196;866855.280;51029213_plus;f0:b4:29:a5:a2:aa;-77
WIFI;94.196;866855.280;Modern Free;ac:74:09:25:f4:63;-70
WIFI;94.196;866855.280;bmp;ac:74:09:25:f4:62;-68
WIFI;94.196;866855.280;Mobile;00:0f:e2:fc:44:b0;-84
WIFI;94.196;866855.280;bmp;00:23:89:19:b4:32;-84
WIFI;94.196;866855.280;Mobile;00:23:89:19:b4:30;-87
WIFI;94.196;866855.280;Mobile;00:23:89:a7:63:90;-66
WIFI;94.196;866855.280;STB_Y9MA;74:1e:93:62:1f:e9;-67
WIFI;94.196;866855.280;当代MOZEN;b0:d5:9d:94:e8:26;-80
WIFI;94.196;866855.280;bmp;74:85:c4:09:6b:b2;-73
WIFI;94.196;866855.280;Modern Free;3c:f5:cc:83:20:33;-61
WIFI;94.196;866855.280;bmp;3c:f5:cc:83:20:32;-64
WIFI;94.196;866855.280;Mobile;3c:f5:cc:83:20:30;-64
WIFI;94.196;866855.280;bmp;3c:f5:cc:82:f0:12;-67
WIFI;94.196;866855.280;guest;3c:f5:cc:82:f0:11;-66
WIFI;94.196;866855.280;Mobile;3c:f5:cc:82:f0:10;-62
WIFI;94.196;866855.280;vivo Xplay6;08:23:b2:92:9d:6e;-65
WIFI;94.196;866855.280;Modern Free;00:23:89:a7:63:93;-67
WIFI;94.196;866855.280;bmp;00:23:89:a7:63:92;-67
WIFI;94.196;866855.280;guest;00:23:89:a7:63:91;-66
WIFI;94.196;866855.280;Modern Free;3c:f5:cc:82:f0:13;-66
WIFI;94.196;866855.280;CU_N7RI;74:1e:93:62:21:50;-75
WIFI;94.196;866855.280;guest;00:23:89:de:a7:11;-67
WIFI;94.196;866855.280;Mobile;00:23:89:de:a7:10;-67
WIFI;94.196;866855.280;maancoffee;e4:95:6e:44:6d:fd;-63
WIFI;94.196;866855.280;Modern Free;50:da:00:df:a5:43;-62
WIFI;94.196;866855.280;guest;50:da:00:df:a5:41;-60
WIFI;94.196;866855.280;Mobile;50:da:00:df:a5:40;-61
WIFI;94.196;866855.280;bmp;58:66:ba:2b:c9:d2;-75
WIFI;94.196;866855.280;Mobile;58:66:ba:2b:c9:d0;-77
WIFI;94.196;866855.280;E+;24:05:0f:2b:12:28;-73
WIFI;94.196;866855.280;Modern Free;ac:74:09:25:de:43;-60
WIFI;94.196;866855.280;bmp;ac:74:09:25:de:42;-61
WIFI;94.196;866855.280;bmp;50:da:00:df:a5:42;-65
WIFI;94.196;866855.280;CMCC-WEB;e4:95:6e:44:6d:fd;-61
WIFI;94.196;866855.280;Ochirly;84:82:f4:2e:7c:05;-61
WIFI;94.196;866855.280;guest;58:66:ba:2b:c9:d1;-75
WIFI;94.196;866855.280;ChinaUnicom;fe:ff:ff:c0:6a:80;-73
WIFI;94.196;866855.280;Mobile;74:85:c4:09:b2:b0;-65
WIFI;94.196;866855.280;CMCC-WEB;e4:95:6e:40:d5:e6;-79
WIFI;94.196;866855.280;Modern Free;74:85:c4:09:4a:53;-69
WIFI;94.196;866855.280;guest;74:85:c4:09:4a:51;-67
WIFI;94.196;866855.280;maancoffee;e4:95:6e:40:d5:e6;-80
WIFI;94.196;866855.280;Mobile;3c:f5:cc:83:21:30;-85
WIFI;94.196;866855.280;;b0:d5:9d:46:a0:88;-62
WIFI;94.196;866855.280;Modern Free;74:85:c4:09:b2:b3;-73
WIFI;94.196;866855.280;bmp;74:85:c4:09:b2:b2;-71
WIFI;94.196;866855.280;guest;74:85:c4:09:b2:b1;-72
WIFI;94.196;866855.280;CovenGarden;04:8d:38:62:1b:70;-65
WIFI;94.196;866855.280;ChinaUnicom;fe:ff:ff:c0:69:80;-66
WIFI;94.196;866850.930;guest;50:da:00:df:a5:31;-82
WIFI;94.196;866850.930;xiaomi;a4:50:46:da:51:bd;-69
WIFI;94.196;866850.930;guest;00:0f:e2:fc:44:b1;-83
WIFI;94.196;866850.930;guest;74:85:c4:09:5c:71;-74
WIFI;94.196;866850.930;Mobile;74:85:c4:09:5c:70;-79
WIFI;94.196;866850.930;guest;ac:74:09:25:f4:61;-73
WIFI;94.196;866850.930;Mobile;3c:f5:cc:83:71:90;-79
WIFI;94.196;866850.930;Modern Free;74:85:c4:09:6b:b3;-72
WIFI;94.196;866850.930;guest;74:85:c4:09:6b:b1;-74
WIFI;94.196;866850.930;STB_N7RI;74:1e:93:62:21:51;-73
WIFI;94.196;866850.930;Modern Free;74:85:c4:09:0d:13;-85
WIFI;94.196;866850.930;guest;ac:74:09:25:de:41;-39
WIFI;94.196;866850.930;Mobile;ac:74:09:25:de:40;-46
WIFI;94.196;866850.930;HUAWEI-M8DCLJ;00:5a:13:2b:1e:ec;-70
WIFI;94.196;866850.930;菲菲;30:b4:9e:bf:14:7c;-68
WIFI;94.196;866850.930; iFmcn;68:f0:bc:00:67:b4;-80
WIFI;94.196;866850.929;HUAWEI-E5573-A756;04:79:70:e8:a7:56;-80
WIFI;94.196;866850.929;COSTACOFFEE FREE WIFI;e4:95:6e:44:6d:ff;-79
WIFI;94.196;866850.929;ChinaUnicom;fe:ff:ff:c0:6b:00;-77
WIFI;94.196;866850.929;bmp;74:85:c4:09:4a:52;-76
WIFI;94.196;866850.929;Mobile;74:85:c4:09:4a:50;-78
WIFI;94.196;866850.929;LADDIESXTT;08:57:00:71:4f:f8;-84
WIFI;94.196;866850.929;ChinaUnicom;fe:ff:ff:c0:68:80;-82
WIFI;94.196;866850.929;Modern Free;3c:f5:cc:83:21:33;-84
WIFI;94.196;866850.929;bmp;3c:f5:cc:83:21:32;-85
WIFI;94.196;866850.929;guest;3c:f5:cc:83:21:31;-87
WIFI;94.196;866850.929;maancoffee;e4:95:6e:44:6d:ff;-77
MAGN;94.260;866869.193;1.43750;15.31250;-43.68750;3
ACCE;94.260;866869.198;-3.20823;-3.29442;10.79306;3
AHRS;94.260;866869.203;-16.5513;24.8828;-84.9196;0.04023;0.25217;-0.67523;3
MAGN;94.261;866869.203;1.43750;15.00000;-43.68750;3
GYRO;94.261;866869.203;1.07390;0.15027;-1.97798;3
LIGH;94.261;866869.208;643.0;3
MAGN;94.261;866869.213;1.12500;14.50000;-43.87500;3
ACCE;94.261;866869.218;-2.94008;-3.06458;9.05008;3
AHRS;94.262;866869.223;-16.5104;23.9397;-87.7200;0.04094;0.24532;-0.69228;3
MAGN;94.262;866869.223;0.81250;13.93750;-44.31250;3
GYRO;94.262;866869.223;1.65056;1.00304;-1.93156;3
MAGN;94.262;866869.233;0.50000;13.12500;-44.06250;3
ACCE;94.262;866869.238;-2.54743;-2.57616;7.01980;3
AHRS;94.262;866869.243;-15.8315;24.2879;-90.4233;0.05303;0.24234;-0.70763;3
MAGN;94.263;866869.243;0.62500;12.56250;-43.75000;3
GYRO;94.263;866869.243;2.05495;1.53816;-1.88146;3
MAGN;94.263;866869.253;0.68750;11.81250;-43.93750;3
ACCE;94.263;866869.258;-2.27928;-2.14520;5.19063;3
